Name,solidity,extend,num_corners,centroid_x,perimeter,area,aspect_ratio,Label
closed_00000,0.41471547733872427,0.5648818263321334,0.2647058823529411,0.5671641791044775,0.3773788910977267,0.1518105060350201,0.10153846153846169,1
closed_00001,0.43386872234763896,0.6219482088795913,0.3529411764705882,0.5671641791044775,0.40315165676117737,0.16218054060180204,0.10153846153846169,1
closed_00002,0.5342923682177663,0.7844278819292783,0.4411764705882353,0.4776119402985075,0.45220658002545977,0.21031903439678135,0.0650887573964497,1
closed_00003,0.21766574469439082,0.2995795182300387,0.20588235294117652,0.4776119402985075,0.3504761727254382,0.17473224910749702,0.19526627218934922,1
closed_00004,0.38838504548565034,0.606020475373281,0.5147058823529411,0.4925373134328357,0.42745880403394965,0.24091913639712137,0.19526627218934922,1
closed_00005,0.3943648120083072,0.6108379750909279,0.27941176470588236,0.5223880597014925,0.2888105001388164,0.14931716439054799,0.1258382642998025,1
closed_00006,0.08027786148730698,0.36051594777865836,0.2941176470588235,0.3731343283582089,0.3586850890203287,0.20564401881339606,0.15669515669515666,1
closed_00007,0.3464928564010812,0.531958913323985,0.17647058823529416,0.5970149253731343,0.343105028757554,0.16260554201847344,0.0650887573964497,1
closed_00008,0.5098538682702909,0.6326416589789898,0.6470588235294118,0.4776119402985075,0.7441873193016026,0.6268770895902986,0.09401709401709402,1
closed_00009,0.5316862747793092,0.7109368571044958,0.7647058823529412,0.5074626865671641,0.6266565373320527,0.6561455204850682,0.09401709401709402,1
closed_00010,0.5769876704490517,0.645778331611931,0.5588235294117646,0.4328358208955223,0.5224709751870655,0.4761715872386242,0.07343976777939021,1
closed_00011,0.7961482257626269,0.7995031659649718,0.9999999999999999,0.5074626865671641,0.9132943699975735,0.9139230464101546,0.2515592515592515,1
closed_00012,0.3774675939726633,0.4675973169924805,0.6911764705882354,0.4925373134328357,0.5284176301927541,0.33218110727035755,0.4556213017751478,1
closed_00013,0.6265167508055987,0.6123172073693748,0.5588235294117646,0.5373134328358209,0.4033034232576924,0.30676602255340857,0.3254437869822484,1
closed_00014,0.5928898160062595,0.5155898478933338,0.5294117647058824,0.5970149253731343,0.34476118521154775,0.2752309174363915,0.34258911819887405,1
closed_00015,0.3596722760671698,0.43221201529739406,0.6029411764705882,0.5820895522388059,0.416771330169207,0.24236414121380412,0.37230769230769223,1
closed_00016,0.4550172026650561,0.5007297879067429,0.7794117647058824,0.5373134328358209,0.5966497712925345,0.25837252790842635,0.37230769230769223,1
closed_00017,0.6601894174703169,0.6563511438797829,0.6470588235294118,0.5522388059701493,0.43345628015151183,0.3401994673315578,0.28205128205128194,1
closed_00018,0.5343722615669826,0.4655010972382254,0.5,0.4925373134328357,0.4666292689081015,0.3164843882812943,0.42307692307692313,1
closed_00019,0.7261394220422135,0.5935436175291688,0.6617647058823529,0.5373134328358209,0.45269165623751983,0.30220434068113566,0.3254437869822484,1
closed_00020,0.7912720451914836,0.8621155620233096,0.5147058823529411,0.5223880597014925,0.39190086623782083,0.34280614268714227,0.37230769230769223,1
closed_00021,0.6148182156238242,0.5262024862754762,0.573529411764706,0.6417910447761193,0.37081242220549093,0.339037796792656,0.4746716697936211,1
closed_00022,0.510434942206591,0.46281257804977005,0.48529411764705876,0.6119402985074627,0.5316209645912824,0.3541395137983794,0.4074074074074072,1
closed_00023,0.4136985470331309,0.39756116575497313,0.3529411764705882,0.5223880597014925,0.5197898288715928,0.35841786139287135,0.36263736263736246,1
closed_00024,0.6840160003210993,0.6705985872401989,0.7499999999999999,0.5223880597014925,0.5932398321072081,0.5184733949113164,0.4084880636604775,1
closed_00025,0.6815222965898924,0.7181786289279499,0.9852941176470588,0.4925373134328357,0.6600845956419417,0.47430158100527,0.32600732600732596,1
closed_00026,0.4038714549809459,0.43751153151514344,0.48529411764705876,0.5223880597014925,0.469296706456543,0.30107100357001193,0.5076923076923079,1
closed_00027,0.6783516365729634,0.6466771523357153,0.4117647058823529,0.5223880597014925,0.42207712500360295,0.38870629568765236,0.37606837606837606,1
closed_00028,0.4741946740567382,0.36695455058824433,0.23529411764705876,0.5074626865671641,0.397456053466993,0.3050093500311668,0.4556213017751478,1
closed_00029,0.5335520869399959,0.37561605526731623,0.16176470588235292,0.5074626865671641,0.4352294482397827,0.2710375701252338,0.47384615384615403,1
closed_00030,0.4069962150758224,0.44470286587927554,0.08823529411764708,0.5970149253731343,0.3658964337459575,0.2452824842749476,0.37230769230769223,1
closed_00031,0.7506406468692663,0.8270684181576431,0.32352941176470584,0.5522388059701493,0.3571048156250537,0.3346177820592735,0.37230769230769223,1
closed_00032,0.5533035236686228,0.7060102473482928,0.6911764705882354,0.5970149253731343,0.6970533142966204,0.4687198957329858,0.10576923076923084,1
closed_00033,0.6738518793035402,0.6303310904872694,0.6029411764705882,0.4776119402985075,0.41836531299489876,0.46857822859409537,0.07692307692307687,1
closed_00034,0.3526132273851985,0.35871323959335677,0.6617647058823529,0.5223880597014925,0.6883181939722662,0.48013826712755714,0.1493212669683257,1
closed_00035,0.5438257061339415,0.536820578471694,0.7941176470588235,0.5373134328358209,0.6086407072021733,0.4532498441661472,0.05976551329711155,1
closed_00036,0.670968599005481,0.7770336803042357,0.9999999999999999,0.5522388059701493,0.6393254452839794,0.5376834589448631,0.04977375565610864,1
closed_00037,0.44521956166343557,0.5606569222831415,0.8382352941176471,0.5820895522388059,0.5664969147777925,0.40341134470448237,0.1364764267990075,1
closed_00038,0.3800872477040942,0.3057516274053762,0.7205882352941176,0.6268656716417911,0.5546754717839566,0.41820139400464673,0.21153846153846168,1
closed_00039,0.5267498954706511,0.5368001507217752,0.6470588235294118,0.6865671641791045,0.5920493660344894,0.4181163937213124,0.10576923076923084,1
closed_00040,0.5109141998009719,0.5046876125836144,0.9852941176470588,0.6268656716417911,0.6941090659664158,0.5079900266334221,0.1794871794871793,1
closed_00041,0.5278781447851539,0.5473711164107848,0.7352941176470588,0.6417910447761193,0.7296242158702584,0.4429931433104777,0.07692307692307687,1
closed_00042,0.7496724553552996,0.8224601431856862,0.6617647058823529,0.4179104477611939,0.480163365868173,0.33354111180370605,0.37230769230769223,1
closed_00043,0.5123203493415085,0.4882171708438874,0.48529411764705876,0.4925373134328357,0.33766283484701687,0.2422224740749136,0.4035502958579882,1
closed_00044,0.43027150821535454,0.3884334030638097,0.1470588235294118,0.4776119402985075,0.388155957925452,0.2119057063523545,0.42307692307692313,1
closed_00045,0.5963846741635699,0.6214746768649293,0.5147058823529411,0.5074626865671641,0.5089756492251785,0.3986229954099847,0.4074074074074072,1
closed_00046,0.6276326467760596,0.6531666731632948,0.25,0.5373134328358209,0.3742651490935648,0.2939876466254888,0.37230769230769223,1
closed_00047,0.22554392447701677,0.264317819051912,0.23529411764705876,0.6119402985074627,0.4886724959540214,0.2772992576641923,0.4556213017751478,1
closed_00048,0.44481814583942736,0.46822699019209035,0.27941176470588236,0.6268656716417911,0.4832537056212951,0.33235110783702615,0.4556213017751478,1
closed_00049,0.5093252253620006,0.5036402773627151,0.22058823529411764,0.5223880597014925,0.4768744560641496,0.28035926786422627,0.3254437869822484,1
closed_00050,0.7732759231192778,0.8516863081394088,0.676470588235294,0.4179104477611939,0.3366749571408413,0.3403694678982263,0.37230769230769223,1
closed_00051,0.5753929022808775,0.37366266907475,0.7352941176470588,0.6268656716417911,0.30867136584835475,0.2844959483198277,0.5076923076923079,1
closed_00052,0.5199293855590694,0.5214670252805462,0.7352941176470588,0.6716417910447761,0.46716115009608816,0.2632175440584802,0.37230769230769223,1
closed_00053,0.6064706140092806,0.6770569407810678,0.6176470588235293,0.6417910447761193,0.3896329284534814,0.299569331897773,0.37230769230769223,1
closed_00054,0.6673031793346267,0.631790434098036,0.8088235294117646,0.5671641791044775,0.44473213290602176,0.31149770499234997,0.3254437869822484,1
closed_00055,0.3791513747552697,0.27029971444820133,0.7058823529411765,0.6268656716417911,0.42614163303248387,0.2789142630475435,0.4556213017751478,1
closed_00056,0.6491529637289082,0.7665020503007589,0.7647058823529412,0.5223880597014925,0.7496916862718255,0.7033206777355925,0.06860706860706867,1
closed_00057,0.5604635514935339,0.7166214068231922,0.9852941176470588,0.4776119402985075,0.7011646270171201,0.6582705275684252,0.09401709401709402,1
closed_00058,0.5604635514935339,0.7166214068231922,0.9852941176470588,0.4776119402985075,0.7011646270171201,0.6582705275684252,0.09401709401709402,1
closed_00059,0.22534317046097208,0.10571573353429553,0.27941176470588236,0.9104477611940298,0.4619021591003867,0.21493738312461041,0.5076923076923079,1
closed_00060,0.24168741437079433,0.1314735652196508,0.3088235294117647,0.8955223880597016,0.3987361133556182,0.22162407208024026,0.5076923076923079,1
closed_00061,0.09053887714566677,0.07216254763777585,0.2941176470588235,0.8955223880597016,0.470247472481262,0.22542075140250467,0.4556213017751478,1
closed_00062,0.08919097509390728,0.074051567236604,0.3529411764705882,0.8955223880597016,0.5393407877800112,0.22593075310251037,0.4556213017751478,1
closed_00063,0.14576505686544383,0.12669835747652014,0.36764705882352944,0.8955223880597016,0.41592954189579245,0.23372244574148582,0.4393491124260356,1
closed_00064,0.08960563187667336,0.0699586914391428,0.2941176470588235,0.8955223880597016,0.4961526192842889,0.22482574941916472,0.4556213017751478,1
closed_00065,0.14264045663774372,0.0825521554313311,0.32352941176470584,0.9104477611940298,0.47540316051494846,0.22822576075253587,0.4556213017751478,1
closed_00066,0.3328494899545653,0.1622519912165583,0.36764705882352944,0.9104477611940298,0.39111557604526415,0.22961409871366245,0.5076923076923079,1
closed_00067,0.2834641259813093,0.14085989371516194,0.2941176470588235,0.9104477611940298,0.486100327389853,0.22406074686915622,0.5076923076923079,1
closed_00068,0.489373824003013,0.3736384149959504,0.3382352941176471,0.925373134328358,0.3507780463069706,0.2286790955969853,0.37230769230769223,1
closed_00069,0.27223655254339896,0.1452256278991202,0.3088235294117647,0.9402985074626866,0.5385127089370136,0.22519408398027996,0.5076923076923079,1
closed_00070,0.36664503506959356,0.2972473952685222,0.3382352941176471,0.9402985074626866,0.3831657457239279,0.2302091006970023,0.3254437869822484,1
closed_00071,0.3469702983716152,0.2761416824667997,0.36764705882352944,0.9402985074626866,0.41710062232726486,0.22508075026916757,0.3254437869822484,1
closed_00072,0.2104116853488014,0.0914725257591309,0.36764705882352944,0.9104477611940298,0.4713951498087703,0.23063410211367374,0.4556213017751478,1
closed_00073,0.4109459135516351,0.26961173817455397,0.32352941176470584,0.7462686567164178,0.4739633025212999,0.2234940783135944,0.3254437869822484,1
closed_00074,0.09355096201324109,0.059674029178856,0.2941176470588235,0.6417910447761193,0.5107351081673408,0.22204907349691166,0.4556213017751478,1
closed_00075,0.31945493451629314,0.26429392901181825,0.27941176470588236,0.6268656716417911,0.38534810620738524,0.2150507168357228,0.34258911819887405,1
closed_00076,0.43472565175227995,0.2575826479390526,0.23529411764705876,0.5970149253731343,0.30978193263163867,0.20156400521335072,0.37230769230769223,1
closed_00077,0.26196425194453976,0.3281000102123468,0.2941176470588235,0.5373134328358209,0.46971559167235255,0.20929903099677,0.2603550295857988,1
closed_00078,0.45649531106422003,0.43016468570458977,0.20588235294117652,0.4925373134328357,0.2988353727933415,0.19377231257437527,0.21568627450980404,1
closed_00079,0.21333198713035983,0.2111360870374941,0.2647058823529411,0.4477611940298507,0.36551064331750305,0.19071230237434128,0.37230769230769223,1
closed_00080,0.4133189770562167,0.44114054805555925,0.17647058823529416,0.3731343283582089,0.41247113841781147,0.1868872896242988,0.23692307692307701,1
closed_00081,0.3054922202700263,0.43595623871210853,0.1470588235294118,0.3582089552238805,0.30149311666823575,0.18581061936873122,0.23692307692307701,1
closed_00082,0.3877863618495878,0.39952964411470426,0.23529411764705876,0.3432835820895521,0.25376104042671,0.17824559415198055,0.23692307692307701,1
closed_00083,0.4593759937590729,0.528557553629666,0.13235294117647056,0.3731343283582089,0.23972414206729242,0.18589561965206552,0.28205128205128194,1
closed_00084,0.34215721816864786,0.3557358730818707,0.23529411764705876,0.4626865671641791,0.303741668811329,0.16915056383521282,0.23692307692307701,1
closed_00085,0.2630581452323213,0.39229889687252295,0.22058823529411764,0.4925373134328357,0.460349305039792,0.17674392247974163,0.23692307692307701,1
closed_00086,0.24710832054123433,0.3708795135324763,0.22058823529411764,0.5074626865671641,0.487807305713875,0.17229557431858106,0.23692307692307701,1
closed_00087,0.3869705623453594,0.4499686537686942,0.19117647058823528,0.5223880597014925,0.43100514040003013,0.17022723409078033,0.28205128205128194,1
closed_00088,0.214902992843232,0.41508257214505684,0.1029411764705882,0.5223880597014925,0.4232014004591488,0.1814756049186831,0.23692307692307701,1
closed_00089,0.3416076103232859,0.4120242843963984,0.17647058823529416,0.4776119402985075,0.24519942953318286,0.1626622088740296,0.28205128205128194,1
closed_00090,0.6767678093801477,0.7064433558982885,0.13235294117647056,0.4477611940298507,0.25381753869710666,0.15948886496288323,0.14102564102564108,1
closed_00091,0.31472829031787963,0.3594305983765851,0.11764705882352944,0.4328358208955223,0.32685267313716737,0.1610472034906783,0.259026687598116,1
closed_00092,0.6704196378056819,0.6891875157609524,0.16176470588235292,0.4179104477611939,0.2891260838141514,0.16543888479628266,0.1208791208791209,1
closed_00093,0.7304722677321358,0.7387640814417316,0.19117647058823528,0.4179104477611939,0.24699198392608546,0.16512721709072364,0.14102564102564108,1
closed_00094,0.6131484173954194,0.6316124562930787,0.22058823529411764,0.4328358208955223,0.24580151747428924,0.15393551311837705,0.15865384615384626,1
closed_00095,0.3681302023091009,0.4239618388056601,0.16176470588235292,0.4776119402985075,0.23095592543927346,0.1650422168073894,0.28205128205128194,1
closed_00096,0.6085622639234529,0.7005963904733441,0.22058823529411764,0.5522388059701493,0.3122701835907301,0.15846886156287188,0.14102564102564108,1
closed_00097,0.2894242158039315,0.36100545067110157,0.05882352941176472,0.5820895522388059,0.3651111433638623,0.15249050830169436,0.28205128205128194,1
closed_00098,0.37656815118874665,0.3747904837389393,0.1470588235294118,0.5820895522388059,0.3181643571253544,0.15523885079616934,0.28205128205128194,1
closed_00099,0.41609905058367325,0.3612896781570367,0.13235294117647056,0.5671641791044775,0.3959790834128105,0.15254717515725053,0.28205128205128194,1
closed_00100,0.49592983196535023,0.5121604455593556,0.1470588235294118,0.5074626865671641,0.15247292116215405,0.15444551481838276,0.24623524623524595,1
closed_00101,0.4041914596804457,0.4414418291906499,0.17647058823529416,0.4477611940298507,0.29009055955359486,0.1685272284240948,0.28205128205128194,1
closed_00102,0.4456909078071458,0.4845206305669294,0.20588235294117652,0.4179104477611939,0.33885330186742924,0.16303054343514478,0.2467948717948718,1
closed_00103,0.41158666823031265,0.3830330808310485,0.20588235294117652,0.4029850746268655,0.32197947275945926,0.15688218960729872,0.28205128205128194,1
closed_00104,0.2701644319344654,0.4111716019385938,0.19117647058823528,0.4328358208955223,0.4060975640290324,0.16249220830736105,0.28205128205128194,1
closed_00105,0.2647681725918023,0.4275146823798448,0.22058823529411764,0.4626865671641791,0.3331423302999469,0.16575055250184167,0.28205128205128194,1
closed_00106,0.3525363682508349,0.4206932227174096,0.20588235294117652,0.4925373134328357,0.2895917739111181,0.16439054796849323,0.28205128205128194,1
closed_00107,0.43508564834580987,0.4727847859863956,0.17647058823529416,0.5373134328358209,0.2689222153789058,0.16076386921289737,0.2467948717948718,1
closed_00108,0.7126109675427728,0.7498083494666268,0.2941176470588235,0.5522388059701493,0.2894981645278809,0.16705389017963396,0.14102564102564108,1
closed_00109,0.4164414799574985,0.4820267635935658,0.08823529411764708,0.5223880597014925,0.29339719587167545,0.16254887516291722,0.2467948717948718,1
closed_00110,0.4294730113924352,0.386728038148201,0.13235294117647056,0.4179104477611939,0.24794676675013672,0.15761885872952913,0.28205128205128194,1
closed_00111,0.37772926208333324,0.5479468112571311,0.20588235294117652,0.3432835820895521,0.29951736021342157,0.17045390151300505,0.33110367892976567,1
closed_00112,0.4829765802246646,0.4013657536738433,0.19117647058823528,0.28358208955223874,0.20068038098465535,0.16053720179067266,0.28205128205128194,1
closed_00113,0.3825614018518806,0.37010073022101486,0.27941176470588236,0.28358208955223874,0.23563623169260195,0.1543038476794923,0.28205128205128194,1
closed_00114,0.7175067225347433,0.7701526820623574,0.13235294117647056,0.29850746268656714,0.15853658865504394,0.15209384031280104,0.18394648829431426,1
closed_00115,0.8258584764044548,0.8101493151141514,0.17647058823529416,0.29850746268656714,0.1039127675939403,0.1587805292684309,0.18394648829431426,1
closed_00116,0.9299967215748373,0.9735145459506513,0.47058823529411764,0.02985074626865658,0.5738155786961527,0.7971326571088571,0.05641025641025621,1
closed_00117,0.6976085909490353,0.6792839061981379,0.5441176470588235,0.04477611940298498,0.6875038253178403,0.778177593925313,0.1466666666666665,1
closed_00118,0.5352203972342764,0.6477977020835277,0.676470588235294,0.07462686567164178,0.8663241820766419,0.764690882302941,0.1466666666666665,1
closed_00119,0.4198358418627688,0.5943505320738536,0.6911764705882354,0.08955223880597019,0.9848759372978773,0.7417974726582421,0.1466666666666665,1
closed_00120,0.7800497480352098,0.9010653336690064,0.6911764705882354,0.10447761194029836,0.7451517953253544,0.761970873236244,0.06246773360867319,1
closed_00121,0.6775572063752318,0.7993217520107063,0.6176470588235293,0.10447761194029836,0.8649642236567365,0.7293024310081033,0.05641025641025621,1
closed_00122,0.74105365483054,0.8656988529802343,0.5882352941176471,0.10447761194029836,0.7299769105636644,0.7277157590525303,0.08113804004214964,1
closed_00123,0.734520608570155,0.8002875959431848,0.5882352941176471,0.14925373134328357,0.694748265778518,0.7029240097466991,0.08113804004214964,1
